partID,measure,movement,leg,result_n,result_bw
C10,HorzPeak,Kong,Double,772.687775,1.097567862215909
C10,HorzPeak,Kong,Single,440.606689,0.6258617741477273
C10,HorzRFD,Drop,Double,26558,37.72443181818182
C10,HorzRFD,Drop,Single,73166,103.92897727272727
C10,HorzRFD,Step,Double,3206,4.5539772727272725
C10,HorzRFD,Step,Single,31468,44.69886363636363
C10,HorzRFD,Dash,Double,3386,4.809659090909091
C10,HorzRFD,Dash,Single,2121,3.012784090909091
C10,HorzRFD,Kong,Double,53985,76.68323863636364
C10,HorzRFD,Kong,Single,34042,48.35511363636363
C10,ResultantPeak,Drop,Double,2219.5795141746057,3.1528118099071105
C10,ResultantPeak,Drop,Single,2227.92429819144,3.164665196294659
C10,ResultantPeak,Step,Double,2285.9335922766563,3.247064761756614
C10,ResultantPeak,Step,Single,2761.4981123691846,3.922582545978955
C10,ResultantPeak,Dash,Double,1859.7471959669847,2.641686357907649
C10,ResultantPeak,Dash,Single,1796.7624319383558,2.552219363548801
C10,ResultantPeak,Kong,Double,3389.408659941538,4.814500937416958
C10,ResultantPeak,Kong,Single,2882.4624226683713,4.094406850381209
C10,ResultantAngle,Drop,Double,81.99160036052365,81.99160036052365
C10,ResultantAngle,Drop,Single,102.05725877914628,102.05725877914628
C10,ResultantAngle,Step,Double,83.61826566571624,83.61826566571624
C10,ResultantAngle,Step,Single,99.633469131634115,99.633469131634115
C10,ResultantAngle,Dash,Double,81.42859512615178,81.42859512615178
C10,ResultantAngle,Dash,Single,102.2405387573895,102.2405387573895
C10,ResultantAngle,Kong,Double,75.30610331830754,75.30610331830754
C10,ResultantAngle,Kong,Single,98.9215401297457,98.9215401297457
